period,date,front1,front2,front3,front4,front5,back1,back2
10133,2010-11-13,11,16,17,21,22,3,6
10132,2010-11-10,18,21,23,25,29,6,11
10131,2010-11-08,10,15,22,28,29,4,12
10130,2010-11-06,5,6,9,10,34,8,11
10129,2010-11-03,14,15,24,25,26,3,7
10128,2010-11-01,6,17,19,29,35,2,8
10127,2010-10-30,3,22,24,30,33,4,10
10126,2010-10-27,3,5,9,13,33,5,11
10125,2010-10-25,1,7,9,14,19,9,12
10124,2010-10-23,1,9,27,29,34,1,6
10123,2010-10-20,18,20,30,32,33,1,11
10122,2010-10-18,5,6,11,13,26,2,7
10121,2010-10-16,21,22,31,32,34,2,12
10120,2010-10-13,8,10,18,34,35,6,10
10119,2010-10-11,5,13,14,23,26,2,3
10118,2010-10-09,19,22,23,29,35,8,10
10117,2010-10-06,4,6,21,27,34,5,9
10116,2010-10-04,14,22,27,28,35,4,10
10115,2010-10-02,5,7,10,15,32,3,8
10114,2010-09-29,3,7,22,25,35,3,11
10113,2010-09-27,5,16,22,23,32,4,10
10112,2010-09-25,14,15,18,34,35,8,10
10111,2010-09-22,3,6,13,14,29,1,2
10110,2010-09-20,21,29,30,33,35,7,11
10109,2010-09-18,1,2,8,11,25,10,12
10108,2010-09-15,1,10,13,19,34,9,12
10107,2010-09-13,14,17,22,27,34,3,5
10106,2010-09-11,5,27,28,29,34,9,12
10105,2010-09-08,5,17,26,27,35,8,9
10104,2010-09-06,14,25,30,32,33,1,11
10103,2010-09-04,10,14,29,30,35,5,8
10102,2010-09-01,4,15,19,24,35,1,10
10101,2010-08-30,11,15,22,27,35,5,8
10100,2010-08-28,19,20,30,33,35,6,8
10099,2010-08-25,3,11,17,21,30,1,8
10098,2010-08-23,2,3,12,13,25,1,7
10097,2010-08-21,9,17,21,28,29,2,8
10096,2010-08-18,4,9,24,30,35,1,10
10095,2010-08-16,12,14,16,19,25,1,6
10094,2010-08-14,20,32,33,34,35,6,7
10093,2010-08-11,2,4,9,28,29,5,8
10092,2010-08-09,2,15,29,30,34,2,12
10091,2010-08-07,6,10,23,26,31,5,7
10090,2010-08-04,8,24,26,31,32,7,9
10089,2010-08-02,4,10,13,18,23,8,10
10088,2010-07-31,3,5,14,30,35,3,6
10087,2010-07-28,1,12,20,21,24,2,8
10086,2010-07-26,1,2,12,19,35,5,7
10085,2010-07-24,2,10,16,18,34,2,3
10084,2010-07-21,3,13,14,22,26,2,5
10083,2010-07-19,7,11,21,22,35,4,7
10082,2010-07-17,5,8,24,29,30,4,6
10081,2010-07-14,14,18,20,24,27,5,10
10080,2010-07-12,8,19,27,29,34,4,10
10079,2010-07-10,1,4,21,22,24,2,5
10078,2010-07-07,2,3,15,28,35,1,11
10077,2010-07-05,6,7,9,17,24,2,12
10076,2010-07-03,9,12,16,19,35,2,12
10075,2010-06-30,10,12,17,23,27,5,7
10074,2010-06-28,3,7,20,27,32,2,12
10073,2010-06-26,4,9,11,30,32,1,11
10072,2010-06-23,5,10,17,23,25,3,10
10071,2010-06-21,7,12,26,30,32,2,7
10070,2010-06-19,5,14,23,25,28,11,12
10069,2010-06-16,6,17,18,25,29,8,9
10068,2010-06-14,11,17,19,20,34,6,10
10067,2010-06-12,1,11,19,30,32,3,10
10066,2010-06-09,15,21,22,24,27,1,6
10065,2010-06-07,5,8,13,14,32,8,11
10064,2010-06-05,7,10,12,20,21,6,9
10063,2010-06-02,7,14,16,30,31,3,6
10062,2010-05-31,6,7,18,30,31,7,8
10061,2010-05-29,5,12,14,17,22,5,7
10060,2010-05-26,10,13,22,33,34,1,5
10059,2010-05-24,6,10,14,25,34,1,3
10058,2010-05-22,6,15,17,19,30,1,12
10057,2010-05-19,15,17,24,32,35,7,9
10056,2010-05-17,5,9,23,25,30,9,12
10055,2010-05-15,13,14,17,27,32,2,10
10054,2010-05-12,12,25,29,30,33,10,11
10053,2010-05-10,9,19,22,26,34,9,11
10052,2010-05-08,4,6,25,29,32,5,6
10051,2010-05-05,6,10,20,24,32,6,10
10050,2010-05-03,7,8,15,30,35,5,10
10049,2010-05-01,1,25,29,31,33,4,10
10048,2010-04-28,2,3,10,12,25,3,9
10047,2010-04-26,4,8,11,30,31,2,8
10046,2010-04-24,2,15,19,26,27,5,6
10045,2010-04-21,8,17,18,20,28,9,10
10044,2010-04-19,6,21,24,28,30,2,7
10043,2010-04-17,5,8,10,33,35,2,10
10042,2010-04-14,1,5,19,34,35,6,7
10041,2010-04-12,16,22,28,29,34,4,12
10040,2010-04-10,13,20,26,31,35,2,11
10039,2010-04-07,7,19,26,28,32,1,8
10038,2010-04-05,8,10,25,29,33,1,2
10037,2010-04-03,19,21,26,34,35,1,9
10036,2010-03-31,19,25,28,31,33,1,8
10035,2010-03-29,14,16,20,31,34,1,7
10034,2010-03-27,1,6,19,25,26,3,9
10033,2010-03-24,12,19,28,29,30,5,8
10032,2010-03-22,13,16,23,24,33,7,11
10031,2010-03-20,5,13,16,17,35,6,8
10030,2010-03-17,10,12,19,32,35,2,7
10029,2010-03-15,21,22,33,34,35,3,4
10028,2010-03-13,1,2,7,20,35,1,3
10027,2010-03-10,5,23,26,32,34,2,9
10026,2010-03-08,5,23,25,31,35,7,10
10025,2010-03-06,9,11,13,14,25,1,7
10024,2010-03-03,3,14,19,24,25,4,11
10023,2010-03-01,11,13,29,32,33,2,8
10022,2010-02-27,2,11,13,14,25,2,5
10021,2010-02-24,11,20,23,24,25,7,9
10020,2010-02-22,8,18,26,32,33,1,6
10019,2010-02-20,3,11,19,26,27,2,9
10018,2010-02-10,3,10,26,32,33,4,12
10017,2010-02-08,13,21,23,27,34,9,12
10016,2010-02-06,10,12,20,23,32,4,10
10015,2010-02-03,3,10,14,18,28,8,10
10014,2010-02-01,18,19,30,33,35,2,4
10013,2010-01-30,18,21,22,26,34,9,12
10012,2010-01-27,20,24,30,31,33,5,12
10011,2010-01-25,2,3,11,27,32,8,11
10010,2010-01-23,15,22,24,32,35,2,9
10009,2010-01-20,2,5,13,27,32,3,11
10008,2010-01-18,11,23,25,31,32,5,11
10007,2010-01-16,7,23,26,29,32,8,11
10006,2010-01-13,3,13,19,30,34,2,5
10005,2010-01-11,4,17,19,22,30,2,3
10004,2010-01-09,3,6,21,24,34,4,6
10003,2010-01-06,5,14,23,27,30,2,8
10002,2010-01-04,4,23,25,26,30,7,10
10001,2010-01-02,2,6,7,12,27,2,8
09153,2009-12-30,21,22,30,32,34,3,7
09152,2009-12-28,1,23,29,30,32,7,12
09151,2009-12-26,3,8,14,30,31,4,9
09150,2009-12-23,4,11,18,25,34,5,7
09149,2009-12-21,1,3,10,12,20,2,7
09148,2009-12-19,2,4,13,14,33,1,9
09147,2009-12-16,6,12,18,22,29,5,8
09146,2009-12-14,11,17,23,24,25,3,6
09145,2009-12-12,5,11,14,22,35,3,10
09144,2009-12-09,18,26,32,33,34,4,6
09143,2009-12-07,1,9,10,11,22,1,12
09142,2009-12-05,5,6,13,24,31,3,11
09141,2009-12-02,13,14,21,30,33,2,8
09140,2009-11-30,7,8,19,26,30,1,12
09139,2009-11-28,14,16,20,22,32,5,9
09138,2009-11-25,3,4,14,28,32,9,10
09137,2009-11-23,12,28,29,30,34,1,9
09136,2009-11-21,7,13,23,24,29,6,10
09135,2009-11-18,6,8,15,20,32,5,6
09134,2009-11-16,2,16,19,28,33,7,11
09133,2009-11-14,1,8,24,27,34,10,11
09132,2009-11-11,2,10,12,15,28,4,7
09131,2009-11-09,2,3,8,33,34,3,11
09130,2009-11-07,9,14,25,32,34,2,8
09129,2009-11-04,2,10,18,32,33,3,8
09128,2009-11-02,6,21,28,32,34,4,7
09127,2009-10-31,5,9,27,32,34,5,8
09126,2009-10-28,14,23,27,28,33,8,12
09125,2009-10-26,8,20,23,29,31,2,11
09124,2009-10-24,1,3,14,32,35,7,11
09123,2009-10-21,10,21,28,29,32,6,10
09122,2009-10-19,1,2,11,31,33,5,6
09121,2009-10-17,4,5,8,11,22,2,10
09120,2009-10-14,11,23,27,28,32,2,5
09119,2009-10-12,3,12,22,23,28,4,12
09118,2009-10-10,10,17,18,21,34,5,11
09117,2009-10-07,7,21,29,31,33,9,10
09116,2009-10-05,12,15,23,30,33,9,12
09115,2009-10-03,1,2,6,8,26,5,12
09114,2009-09-30,2,8,25,29,33,3,7
09113,2009-09-28,3,4,10,18,27,6,8
09112,2009-09-26,2,8,12,34,35,4,5
09111,2009-09-23,4,11,13,19,35,10,12
09110,2009-09-21,22,28,30,31,34,7,9
09109,2009-09-19,2,11,13,26,35,6,10
09108,2009-09-16,1,9,14,29,30,7,10
09107,2009-09-14,11,12,33,34,35,1,10
09106,2009-09-12,11,21,22,25,34,6,9
09105,2009-09-09,1,25,26,34,35,6,11
09104,2009-09-07,15,25,29,32,33,10,11
09103,2009-09-05,16,20,28,32,33,1,2
09102,2009-09-02,11,13,29,32,35,10,12
09101,2009-08-31,2,10,14,22,26,4,9
09100,2009-08-29,16,20,25,29,33,1,8
09099,2009-08-26,3,9,21,23,33,6,10
09098,2009-08-24,11,17,19,25,26,2,10
09097,2009-08-22,6,13,14,22,25,1,4
09096,2009-08-19,7,12,28,32,33,1,3
09095,2009-08-17,8,18,24,30,33,1,6
09094,2009-08-15,1,5,21,23,29,5,12
09093,2009-08-12,7,9,22,30,33,9,11
09092,2009-08-10,10,21,22,27,29,8,12
09091,2009-08-08,1,5,17,32,34,3,7
09090,2009-08-05,18,25,30,33,34,4,10
09089,2009-08-03,3,6,11,19,27,2,7
09088,2009-08-01,13,16,27,32,34,3,9
09087,2009-07-29,10,24,28,30,33,1,10
09086,2009-07-27,1,2,7,26,29,10,12
09085,2009-07-25,6,13,27,33,34,9,12
09084,2009-07-22,5,9,19,26,35,2,10
09083,2009-07-20,2,5,28,34,35,1,7
09082,2009-07-18,5,11,26,29,32,8,11
09081,2009-07-15,2,15,20,25,33,3,6
09080,2009-07-13,7,16,19,29,35,2,11
09079,2009-07-11,1,2,7,13,34,4,10
09078,2009-07-08,11,23,26,31,34,5,11
09077,2009-07-06,7,20,28,32,34,6,8
09076,2009-07-04,3,9,11,18,24,4,5
09075,2009-07-01,1,7,11,32,33,9,11
09074,2009-06-29,15,17,19,23,32,1,11
09073,2009-06-27,1,10,19,21,30,1,4
09072,2009-06-24,23,26,29,32,33,5,10
09071,2009-06-22,4,20,29,30,33,2,11
09070,2009-06-20,10,21,24,30,31,3,10
09069,2009-06-17,14,16,27,30,33,8,12
09068,2009-06-15,2,12,15,20,28,1,12
09067,2009-06-13,3,6,25,28,32,2,5
09066,2009-06-10,1,8,19,24,31,6,12
09065,2009-06-08,1,12,24,27,32,2,11
09064,2009-06-06,6,10,11,17,34,11,12
09063,2009-06-03,5,6,18,21,22,1,7
09062,2009-06-01,4,22,23,29,31,5,11
09061,2009-05-30,2,10,21,26,34,2,10
09060,2009-05-27,18,28,29,30,31,4,8
09059,2009-05-25,2,13,14,29,33,4,11
09058,2009-05-23,8,10,14,27,32,2,7
09057,2009-05-20,6,15,22,27,30,2,9
09056,2009-05-18,4,13,17,32,35,3,6
09055,2009-05-16,5,8,14,23,24,5,6
09054,2009-05-13,2,12,19,29,30,7,12
09053,2009-05-11,5,9,24,31,33,5,6
09052,2009-05-09,23,24,30,34,35,1,3
09051,2009-05-06,3,11,22,26,29,5,12
09050,2009-05-04,5,15,28,32,33,8,9
09049,2009-05-02,5,16,28,29,34,11,12
09048,2009-04-29,5,6,22,25,27,11,12
09047,2009-04-27,13,18,21,24,29,3,6
09046,2009-04-25,1,9,24,34,35,4,9
09045,2009-04-22,1,9,14,24,35,6,9
09044,2009-04-20,1,7,18,29,34,3,9
09043,2009-04-18,5,21,22,32,35,2,5
09042,2009-04-15,11,24,25,26,31,2,7
09041,2009-04-13,5,9,20,23,29,4,10
09040,2009-04-11,3,16,30,32,33,1,10
09039,2009-04-08,1,3,7,10,33,3,4
09038,2009-04-06,6,17,20,29,32,4,5
09037,2009-04-04,17,18,19,25,31,1,11
09036,2009-04-01,2,12,26,31,33,9,10
09035,2009-03-30,3,7,9,28,33,3,8
09034,2009-03-28,5,19,31,32,35,4,9
09033,2009-03-25,2,8,18,21,32,8,11
09032,2009-03-23,4,12,20,26,29,6,10
09031,2009-03-21,7,11,19,21,22,1,11
09030,2009-03-18,1,7,27,30,32,1,4
09029,2009-03-16,3,4,13,17,24,4,11
09028,2009-03-14,6,20,30,32,35,9,11
09027,2009-03-11,3,22,26,33,34,9,10
09026,2009-03-09,24,30,31,32,34,10,12
09025,2009-03-07,3,17,22,23,33,4,10
09024,2009-03-04,29,31,32,33,35,10,11
09023,2009-03-02,15,17,21,27,33,7,11
09022,2009-02-28,12,14,17,34,35,4,11
09021,2009-02-25,1,15,31,32,34,3,8
09020,2009-02-23,5,16,18,32,35,2,11
09019,2009-02-21,4,29,31,32,35,4,10
09018,2009-02-18,1,6,13,28,29,3,9
09017,2009-02-16,5,11,23,26,33,4,12
09016,2009-02-14,10,11,20,26,27,9,11
09015,2009-02-11,1,5,10,16,27,3,4
09014,2009-02-09,8,14,15,25,26,7,9
09013,2009-02-07,5,24,26,30,35,5,12
09012,2009-02-04,2,5,20,25,31,10,12
09011,2009-02-02,2,11,13,14,21,2,4
09010,2009-01-24,2,9,12,21,29,7,11
09009,2009-01-21,12,18,23,26,32,6,9
09008,2009-01-19,4,17,21,29,31,2,12
09007,2009-01-17,6,14,15,29,35,6,11
09006,2009-01-14,2,4,22,31,35,9,12
09005,2009-01-12,10,11,15,31,32,5,8
09004,2009-01-10,1,3,22,32,35,6,10
09003,2009-01-07,16,18,23,30,32,2,11
09002,2009-01-05,1,4,7,12,30,5,10
09001,2009-01-03,1,15,23,27,30,4,10
08154,2008-12-31,5,7,10,29,32,4,6
08153,2008-12-29,2,4,6,25,26,2,5
08152,2008-12-27,3,5,14,20,33,7,11
08151,2008-12-24,7,10,27,31,34,8,9
08150,2008-12-22,1,9,10,15,25,3,8
08149,2008-12-20,2,5,6,27,29,3,4
08148,2008-12-17,3,7,20,33,35,4,7
08147,2008-12-15,16,18,19,24,35,11,12
08146,2008-12-13,9,23,24,26,33,7,12
08145,2008-12-10,5,16,27,29,30,5,11
08144,2008-12-08,10,19,27,28,33,5,12
08143,2008-12-06,1,2,22,29,32,1,4
08142,2008-12-03,6,18,21,30,35,8,9
08141,2008-12-01,9,15,18,30,34,4,5
08140,2008-11-29,2,9,11,29,32,8,9
08139,2008-11-26,1,6,10,14,22,6,8
08138,2008-11-24,4,5,18,22,35,7,8
08137,2008-11-22,1,10,25,32,35,5,9
08136,2008-11-19,3,28,29,32,34,1,6
08135,2008-11-17,7,22,25,29,33,1,12
08134,2008-11-15,11,13,15,28,35,8,10
08133,2008-11-12,10,12,15,33,35,3,9
08132,2008-11-10,6,14,24,27,29,5,9
08131,2008-11-08,8,9,12,21,32,7,11
08130,2008-11-05,3,5,22,29,34,7,12
08129,2008-11-03,13,16,20,25,27,4,5
08128,2008-11-01,12,15,23,24,25,10,11
08127,2008-10-29,8,21,22,31,33,1,7
08126,2008-10-27,9,29,32,34,35,1,8
08125,2008-10-25,1,4,28,33,34,6,11
08124,2008-10-22,2,10,13,29,33,6,10
08123,2008-10-20,1,6,12,28,31,8,9
08122,2008-10-18,3,6,12,20,29,9,12
08121,2008-10-15,11,23,24,32,35,4,10
08120,2008-10-13,21,23,24,25,32,3,4
08119,2008-10-11,1,2,10,19,27,1,11
08118,2008-10-08,6,9,19,25,30,6,12
08117,2008-10-06,13,23,24,25,30,2,8
08116,2008-10-04,6,8,15,24,31,1,3
08115,2008-10-01,7,9,19,21,33,7,10
08114,2008-09-29,2,3,22,27,31,6,7
08113,2008-09-27,11,14,17,19,22,1,8
08112,2008-09-24,4,18,26,32,33,5,8
08111,2008-09-22,2,11,12,14,19,5,9
08110,2008-09-20,5,16,25,27,33,4,9
08109,2008-09-17,1,10,18,28,34,5,8
08108,2008-09-15,11,16,24,29,32,9,11
08107,2008-09-13,1,2,13,15,16,4,9
08106,2008-09-10,3,5,21,28,33,2,6
08105,2008-09-08,12,21,22,26,35,4,5
08104,2008-09-06,7,8,10,24,34,8,11
08103,2008-09-03,2,11,22,30,34,4,9
08102,2008-09-01,5,25,26,29,35,3,10
08101,2008-08-30,10,13,23,31,33,4,11
08100,2008-08-27,12,20,26,29,30,2,6
08099,2008-08-25,3,18,23,25,30,6,10
08098,2008-08-23,7,10,22,27,33,4,8
08097,2008-08-20,1,10,31,33,35,3,10
08096,2008-08-18,6,7,12,25,28,2,12
08095,2008-08-16,3,4,11,21,25,1,7
08094,2008-08-13,7,12,19,27,34,11,12
08093,2008-08-11,6,7,10,24,30,5,8
08092,2008-08-09,3,23,26,32,34,4,9
08091,2008-08-06,9,13,19,22,25,4,10
08090,2008-08-04,4,11,18,33,34,2,6
08089,2008-08-02,8,13,24,32,33,3,9
08088,2008-07-30,7,11,19,27,31,2,3
08087,2008-07-28,14,22,32,33,35,1,5
08086,2008-07-26,1,6,10,22,35,3,7
08085,2008-07-23,3,7,13,15,19,2,10
08084,2008-07-21,2,17,20,22,25,5,11
08083,2008-07-19,6,14,15,30,31,3,10
08082,2008-07-16,15,19,29,33,35,1,2
08081,2008-07-14,7,8,20,22,29,4,7
08080,2008-07-12,6,9,29,31,33,5,11
08079,2008-07-09,20,23,26,32,33,5,12
08078,2008-07-07,8,17,20,28,31,7,11
08077,2008-07-05,1,8,21,33,34,5,7
08076,2008-07-02,3,5,10,27,34,1,12
08075,2008-06-30,1,10,13,30,33,6,7
08074,2008-06-28,10,13,22,31,35,4,12
08073,2008-06-25,2,5,6,7,31,8,10
08072,2008-06-23,10,25,32,33,34,3,9
08071,2008-06-21,1,5,11,14,25,1,9
08070,2008-06-18,9,17,18,21,31,1,5
08069,2008-06-16,5,13,16,29,33,6,8
08068,2008-06-14,6,9,11,33,34,6,10
08067,2008-06-11,3,10,14,15,22,4,7
08066,2008-06-09,2,7,21,22,25,4,12
08065,2008-06-07,19,22,23,25,32,6,12
08064,2008-06-04,14,18,24,27,31,6,7
08063,2008-06-02,7,11,24,30,35,6,8
08062,2008-05-31,1,15,27,28,29,3,10
08061,2008-05-28,7,10,14,19,32,3,6
08060,2008-05-26,3,13,17,23,30,1,11
08059,2008-05-24,7,13,21,25,31,8,10
08058,2008-05-21,3,9,11,29,33,3,12
08057,2008-05-19,5,8,9,17,33,5,6
08056,2008-05-17,15,19,25,30,31,3,9
08055,2008-05-14,2,14,28,30,35,4,12
08054,2008-05-12,5,14,23,31,35,2,6
08053,2008-05-10,1,13,21,23,32,3,6
08052,2008-05-07,3,18,19,30,35,5,9
08051,2008-05-05,1,7,9,11,33,3,11
08050,2008-05-03,1,5,11,26,27,3,7
08049,2008-04-30,1,11,14,28,30,3,10
08048,2008-04-28,1,13,22,25,27,2,10
08047,2008-04-26,12,18,22,23,30,6,12
08046,2008-04-23,11,25,26,27,35,7,8
08045,2008-04-21,14,32,33,34,35,2,4
08044,2008-04-19,2,21,23,27,32,10,11
08043,2008-04-16,5,8,10,31,33,2,4
08042,2008-04-14,5,10,13,32,35,4,5
08041,2008-04-12,7,17,21,22,28,5,10
08040,2008-04-09,4,8,19,22,29,8,11
08039,2008-04-07,7,11,15,27,35,4,7
08038,2008-04-05,12,13,19,32,33,2,10
08037,2008-04-02,11,20,24,31,35,4,10
08036,2008-03-31,9,19,22,30,32,1,10
08035,2008-03-29,2,12,13,29,30,5,7
08034,2008-03-26,6,7,18,34,35,5,10
08033,2008-03-24,3,10,21,23,30,1,9
08032,2008-03-22,3,9,19,27,33,9,10
08031,2008-03-19,14,20,23,27,28,2,4
08030,2008-03-17,3,21,23,26,35,5,8
08029,2008-03-15,6,11,18,29,30,4,11
08028,2008-03-12,3,11,17,19,26,7,12
08027,2008-03-10,5,17,23,31,32,4,8
08026,2008-03-08,1,21,22,24,25,8,10
08025,2008-03-05,6,10,12,15,28,4,12
08024,2008-03-03,8,12,17,20,30,1,2
08023,2008-03-01,6,26,31,32,34,7,10
08022,2008-02-27,9,12,13,25,31,8,10
08021,2008-02-25,5,10,13,21,24,4,9
08020,2008-02-23,4,5,15,17,33,4,8
08019,2008-02-20,8,24,25,29,31,4,5
08018,2008-02-18,3,6,7,11,30,2,3
08017,2008-02-16,2,14,25,29,32,1,6
08016,2008-02-13,8,10,11,17,19,6,9
08015,2008-02-04,9,18,20,27,33,6,9
08014,2008-02-02,4,7,10,28,34,1,6
08013,2008-01-30,1,11,19,22,35,5,9
08012,2008-01-28,2,10,29,32,35,2,3
08011,2008-01-26,14,20,22,24,27,7,10
08010,2008-01-23,6,23,24,27,29,6,8
08009,2008-01-21,4,8,12,24,30,5,8
08008,2008-01-19,2,6,8,17,32,8,9
08007,2008-01-16,3,4,5,12,28,3,12
08006,2008-01-14,10,12,26,29,34,5,7
08005,2008-01-12,18,25,29,31,34,9,10
08004,2008-01-09,9,22,24,31,33,8,9
08003,2008-01-07,1,11,13,32,35,2,7
08002,2008-01-05,1,12,24,31,32,10,12
08001,2008-01-02,1,2,11,34,35,3,10
07093,2007-12-31,6,8,16,25,27,8,12
07092,2007-12-29,6,19,27,28,29,6,10
07091,2007-12-26,7,12,26,31,32,3,8
07090,2007-12-24,4,20,24,31,33,9,12
07089,2007-12-22,8,13,24,30,34,1,12
07088,2007-12-19,17,18,21,23,33,6,10
07087,2007-12-17,8,18,30,31,33,4,9
07086,2007-12-15,14,18,19,26,28,3,9
07085,2007-12-12,17,24,28,29,33,2,5
07084,2007-12-10,5,11,18,29,34,10,11
07083,2007-12-08,1,5,20,21,24,3,4
07082,2007-12-05,3,5,14,33,34,7,8
07081,2007-12-03,6,18,20,22,35,4,9
07080,2007-12-01,1,15,20,25,27,5,10
07079,2007-11-28,6,9,25,26,31,2,8
07078,2007-11-26,9,12,14,22,23,1,2
07077,2007-11-24,4,6,12,13,24,1,4
07076,2007-11-21,2,9,12,15,31,9,10
07075,2007-11-19,5,11,20,30,32,7,11
07074,2007-11-17,16,17,23,24,31,5,10
07073,2007-11-14,4,5,9,12,23,2,11
07072,2007-11-12,21,24,26,27,33,1,5
07071,2007-11-10,10,22,32,33,35,1,7
07070,2007-11-07,7,26,29,30,35,3,4
07069,2007-11-05,2,13,16,21,35,1,5
07068,2007-11-03,4,9,13,14,33,6,10
07067,2007-10-31,11,18,25,30,31,4,9
07066,2007-10-29,4,7,8,19,24,7,12
07065,2007-10-27,19,20,24,29,31,9,10
07064,2007-10-24,2,16,32,33,35,5,10
07063,2007-10-22,10,31,33,34,35,7,12
07062,2007-10-20,1,4,10,14,29,11,12
07061,2007-10-17,2,10,19,28,29,2,9
07060,2007-10-15,12,13,29,30,31,4,7
07059,2007-10-13,4,15,23,31,33,3,9
07058,2007-10-10,8,21,25,28,33,2,6
07057,2007-10-08,14,16,30,32,35,6,7
07056,2007-10-06,4,11,17,20,21,5,9
07055,2007-10-03,10,16,24,31,33,7,10
07054,2007-10-01,4,10,19,29,34,3,6
07053,2007-09-29,11,16,19,21,25,1,10
07052,2007-09-26,1,14,29,32,33,5,10
07051,2007-09-24,3,7,24,28,35,8,11
07050,2007-09-22,13,21,22,30,35,1,11
07049,2007-09-19,9,10,15,17,32,4,6
07048,2007-09-17,8,25,26,29,35,6,8
07047,2007-09-15,1,6,15,19,35,2,9
07046,2007-09-12,4,16,18,23,30,1,10
07045,2007-09-10,9,16,20,26,35,11,12
07044,2007-09-08,4,5,7,12,26,1,10
07043,2007-09-05,4,9,22,24,31,2,6
07042,2007-09-03,7,10,22,31,35,5,6
07041,2007-09-01,3,16,17,22,35,1,8
07040,2007-08-29,5,21,25,28,35,1,4
07039,2007-08-27,10,11,20,21,35,7,11
07038,2007-08-25,6,21,25,27,32,8,9
07037,2007-08-22,1,6,7,17,31,11,12
07036,2007-08-20,15,18,21,27,34,1,2
07035,2007-08-18,7,11,16,31,32,1,12
07034,2007-08-15,6,8,11,13,22,2,11
07033,2007-08-13,1,5,8,14,22,3,12
07032,2007-08-11,1,13,21,23,32,4,11
07031,2007-08-08,3,21,27,31,32,6,8
07030,2007-08-06,11,14,27,33,35,2,7
07029,2007-08-04,15,22,25,29,35,9,11
07028,2007-08-01,20,26,30,34,35,3,10
07027,2007-07-30,2,3,10,19,27,6,10
07026,2007-07-28,5,9,13,33,35,1,8
07025,2007-07-25,22,24,26,27,34,2,10
07024,2007-07-23,6,16,20,25,31,4,9
07023,2007-07-21,8,10,23,32,34,8,10
07022,2007-07-18,8,10,12,23,25,3,10
07021,2007-07-16,2,4,24,29,33,1,2
07020,2007-07-14,2,6,11,12,18,5,12
07019,2007-07-11,3,6,17,22,23,4,6
07018,2007-07-09,3,4,16,23,28,6,9
07017,2007-07-07,13,14,29,32,34,3,12
07016,2007-07-04,1,14,19,24,31,3,12
07015,2007-07-02,2,8,12,13,17,11,12
07014,2007-06-30,1,2,7,29,32,6,7
07013,2007-06-27,12,17,27,29,34,6,9
07012,2007-06-25,3,12,15,29,34,7,11
07011,2007-06-23,29,32,33,34,35,9,10
07010,2007-06-20,6,8,18,29,34,9,11
07009,2007-06-18,1,3,9,19,34,9,12
07008,2007-06-16,2,8,11,21,23,4,7
07007,2007-06-13,14,16,25,26,35,4,9
07006,2007-06-11,1,16,20,23,28,3,6
07005,2007-06-09,1,9,19,20,30,2,11
07004,2007-06-06,6,10,16,17,25,2,4
07003,2007-06-04,3,4,18,23,32,1,6
07002,2007-06-02,15,22,31,34,35,5,12
07001,2007-05-30,22,24,29,31,35,4,11
26043,2026-04-22,8,12,14,19,22,11,12
